Timestamp,Data
04:51:43.731,ADC Bits:1138 ADC Volt:1.389
04:51:43.830,ADC Bits:1138 ADC Volt:1.389
04:51:43.928,ADC Bits:1139 ADC Volt:1.390
04:51:44.047,ADC Bits:1137 ADC Volt:1.388
04:51:44.128,ADC Bits:1137 ADC Volt:1.388
04:51:44.231,ADC Bits:1138 ADC Volt:1.389
04:51:44.328,ADC Bits:1137 ADC Volt:1.388
04:51:44.429,ADC Bits:1138 ADC Volt:1.389
04:51:44.529,ADC Bits:1138 ADC Volt:1.389
04:51:44.627,ADC Bits:1139 ADC Volt:1.390
04:51:44.729,ADC Bits:1138 ADC Volt:1.389
04:51:44.829,ADC Bits:1138 ADC Volt:1.389
04:51:44.929,ADC Bits:1138 ADC Volt:1.389
04:51:45.028,ADC Bits:1137 ADC Volt:1.388
04:51:45.130,ADC Bits:1139 ADC Volt:1.390
04:51:45.229,ADC Bits:1138 ADC Volt:1.389
04:51:45.329,ADC Bits:1136 ADC Volt:1.387
04:51:45.429,ADC Bits:1138 ADC Volt:1.389
04:51:45.526,ADC Bits:1138 ADC Volt:1.389
